"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.878289167E0,-8.809717695E-1,3.799640599E-1,1.072137861E0
3.888269167E0,-8.581340070E-1,2.468940032E-1,9.706477386E-1
3.898248167E0,-6.637006380E-1,2.909457564E-2,1.011767698E0
3.908228167E0,-6.978296663E-1,4.116936833E-2,1.007198684E0
3.918207167E0,4.162519533E-2,-2.488282621E-1,2.251580899E0
3.928187167E0,3.201505155E-1,-2.575590321E-1,2.896142285E0
3.938166167E0,4.737406813E-1,-2.731061938E-1,3.271734089E0
3.948146167E0,5.681966029E-1,-3.204510990E-1,3.303507274E0
3.958125167E0,5.678078362E-1,-3.134540284E-1,3.300173777E0
3.968105167E0,7.122956047E-1,-4.524098924E-1,2.381518895E0
3.978084167E0,8.223543097E-1,-5.491696170E-1,1.568502150E0
3.988064167E0,1.056552692E0,-4.850788710E-1,7.910627890E-1
3.998043167E0,1.115030184E0,-5.958426771E-1,5.420228577E-1
4.008023167E0,1.127150804E0,-6.149788597E-1,5.507469034E-1
4.018002167E0,1.458262839E0,-9.739531696E-1,3.667894059E-1
4.027982167E0,1.597412831E0,-1.061858163E0,3.328030497E-1
4.037961167E0,1.739355306E0,-1.100534571E0,2.130549967E-1
4.047941167E0,1.806627961E0,-1.108772421E0,1.184353530E-2
4.057920167E0,1.822023388E0,-1.130994472E0,2.225391805E-2
4.067899167E0,1.626330674E0,-9.811183476E-1,-8.967921424E-1
4.077879167E0,1.426807158E0,-8.328537163E-1,-1.435532958E0
4.087858167E0,1.309343612E0,-6.451469842E-1,-2.024870315E0
4.097838167E0,1.405146001E0,-1.575415313E-1,-2.790839778E0
4.107817167E0,1.435637477E0,-1.886794165E-1,-2.775559834E0
4.117797167E0,7.786128243E-1,-4.776824355E-1,-3.295922851E0
4.127776167E0,6.214236608E-1,-5.025556138E-1,-3.654546036E0
4.137756167E0,5.258185420E-1,-4.717516047E-1,-3.927343789E0
4.147735167E0,2.992966402E-1,-5.282319072E-1,-3.907324677E0
4.157715167E0,3.098489276E-1,-5.420968249E-1,-3.899985251E0
4.167694167E0,2.119420158E-2,-7.034799770E-1,-3.114933985E0
4.177674167E0,1.784876100E-1,-6.329809749E-1,-2.705044752E0
4.187653167E0,2.632550242E-1,-6.668106258E-1,-2.241640633E0
4.197633167E0,3.025645759E-1,-5.441559219E-1,-1.792586750E0
4.207612167E0,3.111410160E-1,-5.135308376E-1,-1.808934980E0
4.217592167E0,3.225310998E-1,-1.878473577E-1,-1.193466416E0
4.227571167E0,2.936018541E-1,-5.188526809E-2,-1.202582225E0
4.237551167E0,2.821968600E-1,1.315804785E-1,-1.289013428E0
4.247530167E0,2.301620494E-1,3.430368465E-1,-1.342493232E0
4.257509167E0,2.619957897E-1,3.617508602E-1,-1.351932977E0
4.267489167E0,2.532227736E-1,8.518060040E-1,-1.291671572E0
4.277468167E0,2.945245813E-1,1.010499437E0,-1.091807309E0
4.287448167E0,3.844723728E-1,1.159233600E0,-8.858005464E-1
4.297427167E0,4.515743984E-1,1.349160227E0,-7.644468480E-1
4.307407167E0,4.725399555E-1,1.348205085E0,-7.635598254E-1
4.317386167E0,6.031617831E-1,1.580450935E0,-3.022922784E-1
4.327366167E0,6.194773420E-1,1.568849767E0,-2.960299104E-1
4.337345167E0,9.421552069E-1,1.655620109E0,-1.754831278E-1
4.347325167E0,9.829505727E-1,1.791318489E0,-1.039781123E-1
4.357304167E0,9.845415270E-1,1.782270507E0,-9.929800093E-2
4.367284167E0,7.632324544E-1,2.267176301E0,4.633509099E-1
4.377263167E0,6.343565324E-1,2.284115392E0,8.299742550E-1
4.387243167E0,6.913554829E-1,1.975775631E0,1.272119068E0
4.397222167E0,8.843116991E-1,1.482450724E0,1.958169957E0
4.407202167E0,8.986380353E-1,1.509555200E0,1.944905548E0
4.417181167E0,1.168259142E0,4.095193961E-1,2.641242274E0
4.427161167E0,1.098631741E0,1.753983432E-1,2.426802657E0
4.437140167E0,8.909731396E-1,2.698729759E-1,1.768094518E0
4.447119167E0,6.387124157E-1,6.141330600E-1,8.909759170E-1
4.457098958E0,7.054439105E-1,5.898258922E-1,9.068973005E-1
4.467077958E0,4.248455331E-2,1.549622660E0,-5.721208155E-1
4.477057958E0,-2.535415564E-1,1.919253521E0,-8.125086218E-1
4.487036958E0,-4.797095921E-1,2.145756236E0,-6.929371548E-1
4.497016958E0,-5.261140457E-1,2.057907084E0,-3.473538458E-1
4.506995958E0,-5.530849491E-1,2.063100581E0,-3.519643754E-1
4.516975958E0,-3.860240776E-1,6.636323717E-1,1.912597343E0
4.526954958E0,-2.430670371E-1,-1.232072657E-1,3.458027549E0
4.536934958E0,-3.461636451E-1,-8.338550520E-1,5.476735484E0
4.546913958E0,-2.748946744E-1,-1.388431589E0,6.535215418E0
4.556893958E0,-2.718091718E-1,-1.360676026E0,6.521739925E0
4.566872958E0,-4.430915137E-1,-1.943020990E0,5.244881689E0
4.576852958E0,-8.168207972E-1,-1.681282661E0,3.357724412E0
4.586831958E0,-1.099601063E0,-1.367615502E0,1.504433624E0
4.596810958E0,-1.287073614E0,-1.064814515E0,4.246891201E-2
4.606790958E0,-1.249440642E0,-1.107224663E0,6.669801950E-2
4.616769958E0,-1.389150943E0,-5.160202897E-1,-1.472167518E0
4.626749958E0,-1.324663317E0,-1.040517873E-1,-1.289317483E0
4.636728958E0,-1.330471210E0,-6.394757697E-1,-1.035725495E0
4.646708958E0,-1.108247268E0,-7.951125705E-1,-9.195325488E-1
4.656687958E0,-1.150637316E0,-7.913314685E-1,-9.243611795E-1
4.666667958E0,-1.052834448E0,-1.099937278E0,-3.616584742E-1
4.676646958E0,-7.678357480E-1,-1.263016123E0,-2.040286499E-1
4.686626958E0,-4.583597267E-1,-1.439747631E0,-6.852714550E-1
4.696605958E0,-4.416790091E-1,-1.303141178E0,-1.204162143E0
4.706585958E0,-4.364052226E-1,-1.304078779E0,-1.203382709E0
4.716564958E0,-3.584852268E-1,-1.054654686E0,-2.586462049E0
4.726543958E0,-3.128071436E-1,-8.421200913E-1,-3.349024925E0
4.736523958E0,-2.469306944E-1,-5.607865727E-1,-3.974837798E0
4.746502958E0,-2.003240734E-1,-2.302230066E-1,-4.328282104E0
4.756482958E0,-1.477665947E-1,1.501448035E-1,-4.443806713E0
4.766461958E0,-7.990753748E-2,6.043690869E-1,-4.177954867E0
4.776441958E0,-5.479349043E-2,2.837677145E-1,-3.655985035E0
4.786420958E0,6.321231153E-2,3.105429921E-1,-3.190506324E0
4.796400958E0,-7.909640076E-2,2.065762818E-1,-2.359798828E0
4.806379958E0,-2.053444196E-1,1.307159677E-1,-1.884344766E0
4.816359958E0,-3.858464319E-1,-7.359130204E-2,-1.553001181E0
4.826338958E0,-5.751868761E-1,-2.686395058E-1,-1.159422172E0
4.836318958E0,-7.631605337E-1,-3.805932203E-1,-9.355907571E-1
4.846297958E0,-9.381118573E-1,-3.979939494E-1,-8.404577279E-1
4.856277958E0,-1.093789662E0,-4.148120034E-1,-7.240811795E-1
4.866256958E0,-1.285970099E0,-3.725155842E-1,-5.399383253E-1
4.876235958E0,-1.445381277E0,-2.917108646E-1,-2.634047860E-1
4.886215958E0,-1.597630786E0,-1.816633424E-1,7.684469283E-2
4.896194958E0,-1.625530775E0,-1.486906010E-1,3.105678427E-1
4.906174958E0,-1.601342014E0,-1.876099607E-1,4.635982472E-1
4.916153958E0,-1.517936745E0,-1.729641473E-1,4.389253360E-1
4.926133958E0,-1.389372699E0,-5.460071504E-2,3.943216056E-1
4.936112958E0,-1.208044182E0,1.738160866E-1,4.487784791E-1
4.946092958E0,-9.342896055E-1,4.264476702E-1,6.920267433E-1
4.956071958E0,-6.599056488E-1,6.389919126E-1,1.063789791E0
4.966051958E0,-4.339727809E-1,7.730624279E-1,1.553571285E0
4.976030958E0,-3.148819550E-1,8.638074142E-1,2.174949630E0
4.986010958E0,-2.032663923E-1,8.991093940E-1,2.842696395E0
4.995989958E0,-1.028860078E-1,8.685354728E-1,3.438489663E0
5.005968958E0,-2.044078784E-2,8.077036723E-1,3.886220321E0
5.015948958E0,3.599054424E-2,8.522457147E-1,3.879477897E0
5.025927958E0,1.388937830E-1,9.512870228E-1,3.168613179E0
5.035907958E0,2.572351329E-1,9.604165730E-1,2.267654310E0
5.045886958E0,3.227458388E-1,9.441744697E-1,1.377165467E0
5.055866958E0,2.704332854E-1,9.258338007E-1,7.694684368E-1
5.065845958E0,1.847042966E-1,7.212806556E-1,5.534348685E-1
5.075825958E0,2.905698536E-1,2.234297115E-1,6.759509933E-1
5.085804958E0,5.247974720E-1,-4.446635011E-1,1.168154989E0
5.095784958E0,7.431805247E-1,-9.934752685E-1,1.923721671E0
5.105763958E0,8.116732740E-1,-1.287883454E0,2.513107560E0
5.115742958E0,7.418070138E-1,-1.429719656E0,2.725729862E0
5.125722958E0,6.171195254E-1,-1.520954347E0,2.455380923E0
5.135701958E0,3.952042428E-1,-1.504526887E0,1.797664472E0
5.145681958E0,2.212351966E-1,-1.385501257E0,9.385529566E-1
5.155660958E0,2.832913857E-1,-1.285270333E0,3.286602974E-2
5.165640958E0,5.355886547E-1,-1.176372666E0,-6.756872839E-1
5.175619958E0,9.109346567E-1,-1.003181646E0,-8.279025865E-1
5.185599958E0,1.278740455E0,-6.580202141E-1,-2.272385877E-1
5.195578958E0,1.612176320E0,-3.194892320E-1,6.791155064E-1
5.205558958E0,1.904582710E0,-1.244997928E-1,1.454438760E0
5.215537958E0,2.122520571E0,-7.650058419E-2,1.826685373E0
5.225517958E0,2.190153852E0,-7.161055773E-2,1.877692974E0
5.235496958E0,2.089262193E0,-1.694458777E-1,1.552090770E0
5.245475958E0,1.855750712E0,-3.998922479E-1,7.758600283E-1
5.255455958E0,1.477060030E0,-6.417561838E-1,-2.974981463E-1
5.265434958E0,1.104622067E0,-7.788008854E-1,-1.322403368E0
5.275414958E0,7.837093306E-1,-8.306779674E-1,-2.223312535E0
5.285393958E0,5.528444093E-1,-8.605230331E-1,-2.966051595E0
5.295373958E0,3.800717583E-1,-7.958537051E-1,-3.575226216E0
5.305352958E0,2.387529613E-1,-6.362948844E-1,-3.980369264E0
5.315332958E0,1.702214012E-1,-4.794658363E-1,-4.097163303E0
5.325311958E0,1.708297492E-1,-3.988251311E-1,-4.070573675E0
5.335291958E0,2.103094001E-1,-3.755795252E-1,-3.942723720E0
5.345270958E0,2.721994369E-1,-3.303866878E-1,-3.769056153E0
5.355249958E0,3.634697223E-1,-2.371388009E-1,-3.469869915E0
5.365229958E0,3.809354286E-1,-6.427347153E-2,-3.130330288E0
5.375208958E0,3.003162119E-1,1.532523063E-1,-2.838813259E0
5.385188958E0,1.766584913E-1,2.752439359E-1,-2.585563917E0
5.395167958E0,7.805794439E-2,3.150555807E-1,-2.346734394E0
5.405147958E0,9.273318574E-3,3.175368467E-1,-2.078125001E0
5.415126958E0,4.123010628E-2,3.513349226E-1,-1.687931530E0
5.425106958E0,1.852498052E-1,4.488781741E-1,-1.257025650E0
5.435085958E0,3.094408650E-1,6.547925511E-1,-8.844135869E-1
5.445065958E0,4.217851004E-1,9.095408267E-1,-4.582977462E-1
5.455044958E0,5.049124437E-1,1.197974327E0,-1.864443183E-2
5.465023667E0,5.528057081E-1,1.438941885E0,2.349428791E-1
5.475003667E0,5.586980569E-1,1.649534034E0,2.767089558E-1
5.484982667E0,5.929708902E-1,1.838606676E0,1.796293885E-1
5.494962667E0,6.375002879E-1,1.969733118E0,-9.929917037E-2
5.504941667E0,6.481992307E-1,2.059088514E0,-3.937316215E-1
5.514921667E0,6.844492634E-1,2.136762342E0,-5.190257585E-1
5.524900667E0,8.160021870E-1,2.125481893E0,-4.632304573E-1
5.534880667E0,1.002238271E0,2.133279448E0,-2.348580945E-1
5.544859667E0,1.098548710E0,2.169155916E0,1.289217496E-1
5.554839667E0,1.074789865E0,2.190239806E0,6.483708465E-1
5.564818667E0,9.955752960E-1,2.050971994E0,1.193268195E0
5.574797667E0,9.681261999E-1,1.591893936E0,1.644111911E0
5.584777667E0,9.418553178E-1,9.894439057E-1,2.050197530E0
5.594756667E0,8.140201271E-1,4.728637451E-1,2.352968695E0
5.604736667E0,6.135976743E-1,2.083371708E-1,2.380562875E0
5.614715667E0,4.451999831E-1,2.231347194E-1,1.877704083E0
5.624695667E0,2.426601439E-1,4.618546075E-1,1.005702381E0
5.634674667E0,-2.048349079E-2,8.069420725E-1,2.540714604E-1
5.644654667E0,-3.063217409E-1,1.178640801E0,-6.366272986E-2
5.654633667E0,-5.831888638E-1,1.463075390E0,4.812843204E-3
5.664613667E0,-7.533022743E-1,1.485758494E0,2.405380797E-1
5.674592667E0,-7.468443169E-1,1.238314268E0,6.437895530E-1
5.684571667E0,-5.573905829E-1,7.582286265E-1,1.536069984E0
5.694551667E0,-4.263132938E-1,2.339666864E-1,2.939101194E0
5.704530667E0,-3.860405960E-1,-3.030284429E-1,4.537629381E0
5.714510667E0,-2.472260885E-1,-8.032708982E-1,5.802273953E0
5.724489667E0,-1.628537267E-1,-1.259258117E0,6.342874183E0
5.734469667E0,-1.904716246E-1,-1.549066005E0,6.030937507E0
5.744448667E0,-3.364039113E-1,-1.551532946E0,4.879258218E0
5.754428667E0,-4.697218899E-1,-1.326553722E0,3.259582990E0
5.764407667E0,-5.486361317E-1,-1.063218518E0,1.611669804E0
5.774387667E0,-5.148439030E-1,-7.725505042E-1,2.911357909E-1
5.784366667E0,-4.819235672E-1,-4.895747951E-1,-6.385147798E-1
5.794346667E0,-4.791403656E-1,-2.980928081E-1,-1.136201710E0
5.804325667E0,-4.558917997E-1,-1.966336763E-1,-1.244381631E0
5.814304667E0,-3.691159765E-1,-2.846047434E-1,-1.161757550E0
5.824284667E0,-2.175573893E-1,-4.772573429E-1,-9.507280290E-1
5.834263667E0,-9.941341035E-2,-7.334001794E-1,-7.701051986E-1
5.844243667E0,-5.229515791E-2,-9.570050150E-1,-7.233496928E-1
5.854222667E0,-4.658330530E-2,-1.107257115E0,-8.185686761E-1
5.864202667E0,-8.885059800E-2,-1.201134162E0,-1.072116226E0
5.874181667E0,-1.161842116E-1,-1.262196051E0,-1.548932104E0
5.884161667E0,-1.268248284E-1,-1.241345172E0,-2.168686092E0
5.894140667E0,-2.306088497E-1,-1.132106904E0,-2.730291860E0
5.904119667E0,-3.404025662E-1,-9.455582133E-1,-3.160611849E0
5.914099667E0,-3.933482269E-1,-7.029434949E-1,-3.435980038E0
5.924078667E0,-3.789710565E-1,-4.909561998E-1,-3.600584421E0
5.934058667E0,-2.742960291E-1,-3.060698721E-1,-3.626910340E0
5.944037667E0,-1.118388167E-1,6.304029375E-2,-3.410205511E0
5.954017667E0,4.205496568E-2,-2.323891076E-1,-3.088381779E0
5.963996667E0,1.798169744E-1,-2.100974751E-1,-2.986013405E0
5.973976667E0,1.764185362E-2,-1.810885611E-1,-2.345184297E0
5.983955667E0,-1.299023642E-1,-1.524097225E-1,-1.806621237E0
5.993935667E0,-2.541550025E-1,-2.706453931E-1,-1.479391168E0
6.003914667E0,-3.425263480E-1,-5.206971851E-1,-1.090464789E0
6.013893667E0,-4.370362468E-1,-6.463918564E-1,-7.480062318E-1
6.023873667E0,-5.260617496E-1,-6.686831966E-1,-7.027651548E-1
6.033852667E0,-6.547967903E-1,-6.260841841E-1,-7.536289144E-1
6.043832667E0,-8.092201477E-1,-5.328675798E-1,-7.687363654E-1
6.053811667E0,-9.500122567E-1,-4.560442293E-1,-7.113816118E-1
6.063791667E0,-1.113798249E0,-3.855496126E-1,-6.995749140E-1
6.073770667E0,-1.290977800E0,-2.391373792E-1,-6.465792596E-1
6.083750667E0,-1.446838549E0,-2.382886559E-2,-5.981444335E-1
6.093729667E0,-1.500891234E0,1.557177848E-1,-4.806949210E-1
6.103709667E0,-1.424560073E0,2.945622593E-1,-3.196099770E-1
6.113688667E0,-1.163334837E0,3.825730875E-1,-1.209818155E-1
6.123667667E0,-8.540587170E-1,5.405958447E-1,2.745548415E-1
6.133647667E0,-6.141332062E-1,8.079732290E-1,7.919427949E-1
6.143626667E0,-4.280547774E-1,1.113844588E0,1.311484278E0
6.153606667E0,-3.166384951E-1,1.300083669E0,1.907096867E0
6.163585667E0,-2.915926778E-1,1.350658576E0,2.480295324E0
6.173565667E0,-3.170555843E-1,1.291526269E0,2.657328549E0
6.183544667E0,-2.734126976E-1,1.101981172E0,2.381972054E0
6.193524667E0,-2.422841680E-1,8.725431544E-1,2.015808885E0
6.203503667E0,-2.275987579E-1,8.071245056E-1,1.674886976E0
6.213482667E0,-1.217817511E-1,7.529898137E-1,1.526023298E0
6.223462667E0,1.007361236E-1,6.675160924E-1,1.760334093E0
6.233441667E0,4.275492856E-1,4.996708900E-1,2.394807277E0
6.243421667E0,6.629614768E-1,2.536934379E-1,3.298143623E0
6.253400667E0,7.399280110E-1,-8.816139400E-3,4.232308245E0
6.263380667E0,6.776972643E-1,-2.472033209E-1,4.972969789E0
6.273359667E0,6.070580021E-1,-4.847672144E-1,5.435621372E0
6.283339667E0,4.993537882E-1,-7.264624581E-1,5.529934621E0
6.293318667E0,4.215604211E-1,-1.001636520E0,4.995962210E0
6.303298667E0,4.321261571E-1,-1.159490877E0,4.006856566E0
6.313277667E0,4.567181574E-1,-1.173576235E0,2.668861012E0
6.323256667E0,6.517514873E-1,-1.232294559E0,1.304365878E0
6.333236667E0,9.561435740E-1,-1.278019201E0,3.753900754E-1
6.343215667E0,1.269582984E0,-1.321366657E0,-9.627849877E-2
6.353195667E0,1.518402768E0,-1.383224059E0,-4.192289901E-1
6.363174667E0,1.656298970E0,-1.444904875E0,-7.018196601E-1
6.373154667E0,1.662918311E0,-1.465427140E0,-1.056802368E0
6.383133667E0,1.582240476E0,-1.431755072E0,-1.447691658E0
6.393113667E0,1.484804228E0,-1.400353185E0,-1.893020865E0
6.403092667E0,1.384660428E0,-1.451123097E0,-2.431443007E0
6.413071667E0,1.257631714E0,-1.454064831E0,-2.911881235E0
6.423051667E0,1.108158463E0,-1.333887300E0,-3.262192603E0
6.433030667E0,9.341746346E-1,-1.145891423E0,-3.491050869E0
6.443010667E0,7.564442025E-1,-9.395195013E-1,-3.470434756E0
6.452989667E0,6.623579711E-1,-7.134877789E-1,-3.250571846E0
6.462969708E0,5.850597536E-1,-5.387557259E-1,-2.950141321E0
6.472948708E0,5.254631044E-1,-4.086347124E-1,-2.590086738E0
6.482928708E0,4.278257858E-1,-3.427427316E-1,-2.241562865E0
6.492907708E0,3.233355670E-1,-3.707947487E-1,-1.997148081E0
6.502886708E0,2.946005220E-1,-4.265035111E-1,-1.860618519E0
6.512866708E0,2.454335149E-1,-4.060560903E-1,-1.797921749E0
6.522845708E0,1.331805143E-1,-3.214389861E-1,-1.723566216E0
6.532825708E0,3.849499807E-2,-1.009562713E-1,-1.560781487E0
6.542804708E0,3.696765966E-2,1.441151547E-1,-1.333677970E0
6.552784708E0,1.382404572E-1,3.948113099E-1,-1.059323103E0
6.562763708E0,2.700891219E-1,6.428861582E-1,-7.660419685E-1
6.572743708E0,3.243622650E-1,8.688386509E-1,-5.298606491E-1
6.582722708E0,3.275654063E-1,1.051524087E0,-2.721393567E-1
6.592702708E0,3.715511226E-1,1.148360702E0,4.336645961E-2
6.602681708E0,4.365678848E-1,1.193953781E0,3.756783432E-1
6.612660708E0,4.714504365E-1,1.290238420E0,5.725225192E-1
6.622640708E0,4.728035919E-1,1.499681591E0,6.295796496E-1
6.632619708E0,4.308728795E-1,1.670946245E0,4.878986907E-1
6.642599708E0,4.326712272E-1,1.750776819E0,2.333249545E-1
6.652578708E0,3.901929597E-1,1.747531614E0,-3.604165256E-2
6.662558708E0,3.345862312E-1,1.710306485E0,-3.075495100E-1
6.672537708E0,2.641782995E-1,1.623787282E0,-6.332201260E-1
6.682517708E0,2.551401121E-1,1.589386066E0,-8.569632483E-1
6.692496708E0,3.541623803E-1,1.540311554E0,-8.683998173E-1
6.702475708E0,5.518953697E-1,1.438781379E0,-8.455202472E-1
6.712455708E0,7.494192114E-1,1.340439105E0,-7.018564975E-1
6.722434708E0,8.402140452E-1,1.283912902E0,-3.913044423E-1
6.732414708E0,8.645766154E-1,1.217819484E0,3.211524725E-2
6.742393708E0,8.350182825E-1,1.038405274E0,4.393463355E-1
6.752373708E0,7.770770531E-1,7.925456429E-1,8.202544284E-1
6.762352708E0,6.492710254E-1,6.127297282E-1,1.269417070E0
6.772332708E0,5.046618905E-1,5.150546220E-1,1.602576799E0
6.782311708E0,3.705658302E-1,4.830235747E-1,1.486028928E0
6.792290708E0,2.090430759E-1,5.724859741E-1,1.137857641E0
6.802270708E0,3.202644266E-2,8.315951031E-1,8.468592596E-1
6.812249708E0,-2.584557027E-1,1.112631583E0,6.168654639E-1
6.822229708E0,-5.224808051E-1,1.429130549E0,5.570823616E-1
6.832208708E0,-5.830433413E-1,1.529906141E0,8.042897755E-1
6.842188708E0,-5.240853542E-1,1.341115043E0,1.085669487E0
6.852167708E0,-5.804001805E-1,9.786973080E-1,2.182616499E0
6.862147708E0,-6.009263194E-1,4.741624117E-1,3.501034405E0
6.872126708E0,-5.649266937E-1,-1.579163378E-1,4.684576927E0
6.882105708E0,-4.598248562E-1,-9.575949991E-1,5.406501653E0
6.892085708E0,-4.125053499E-1,-1.644651024E0,5.362170403E0
6.902064708E0,-5.141771742E-1,-1.992037615E0,4.355876868E0
6.912044708E0,-6.884473702E-1,-2.008306615E0,2.771400710E0
6.922023708E0,-7.727139339E-1,-1.747757609E0,1.184372241E0
6.932003708E0,-7.607279458E-1,-1.513654975E0,-2.485405791E-1
6.941982708E0,-7.200199959E-1,-1.185072738E0,-1.398372148E0
6.951961708E0,-6.901769766E-1,-7.822212142E-1,-2.220643866E0
6.961941708E0,-6.670800363E-1,-2.230657223E-1,-2.506168669E0
6.971920708E0,-3.866168026E-1,-2.216819787E-1,-2.510492100E0
6.981900708E0,-3.115415503E-1,-4.700281379E-1,-2.798354620E0
6.991879708E0,-3.149327892E-1,-6.920013079E-1,-2.088599119E0
7.001859708E0,-2.469968411E-1,-1.037218874E0,-1.307741475E0
7.011838708E0,-3.265667018E-1,-1.307300010E0,-8.467183417E-1
7.021818708E0,-3.287922252E-1,-1.669516017E0,-7.781217313E-1
7.031797708E0,-3.465147704E-1,-1.931889938E0,-8.861145419E-1
7.041776708E0,-3.296926233E-1,-2.095693838E0,-1.018366281E0
7.051756708E0,-3.196052261E-1,-2.076787451E0,-1.526972301E0
7.061735708E0,-3.732512370E-1,-1.909997378E0,-2.406230983E0
7.071715708E0,-4.131372877E-1,-1.632813921E0,-3.219589790E0
7.081694708E0,-3.945495739E-1,-1.257996288E0,-3.817193356E0
7.091674708E0,-3.462868021E-1,-9.246140715E-1,-4.189092643E0
7.101653708E0,-2.953166232E-1,-6.985642228E-1,-4.269854971E0
7.111633708E0,-2.420432992E-1,-5.608377358E-1,-4.035632468E0
7.121612708E0,-2.059933875E-1,-4.161998400E-1,-3.558601997E0
7.131591708E0,-4.826014057E-2,-3.755754322E-1,-3.301531500E0
7.141571708E0,-1.435313103E-1,-2.486645401E-1,-2.764909716E0
7.151550708E0,-2.490511141E-1,-5.623764306E-2,-2.132443880E0
7.161530708E0,-2.654240488E-1,1.473007178E-1,-1.735018573E0
7.171509708E0,-2.826621522E-1,3.097138569E-1,-1.471879250E0
7.181489708E0,-3.406470164E-1,4.689168745E-1,-1.478120568E0
7.191468708E0,-4.433060700E-1,6.804013091E-1,-1.666942365E0
7.201448708E0,-6.436924893E-1,8.766569629E-1,-1.831226320E0
7.211427708E0,-8.573075031E-1,8.412383312E-1,-1.729565459E0
7.221406708E0,-1.055855850E0,5.880018532E-1,-1.240075741E0
7.231386708E0,-1.266704692E0,4.562275395E-1,-6.092664224E-1
7.241365708E0,-1.462413778E0,4.442661828E-1,2.474184984E-1
7.251345708E0,-1.596872841E0,5.145008907E-1,9.588024491E-1
7.261324708E0,-1.567461346E0,6.881895080E-1,1.399217071E0
7.271304708E0,-1.308308947E0,8.571591300E-1,1.697897524E0
7.281283708E0,-8.773823831E-1,9.675516379E-1,1.939046053E0
7.291263708E0,-5.003551238E-1,1.039087059E0,2.406244431E0
7.301242708E0,-2.173896656E-1,1.087426283E0,3.313807729E0
7.311221708E0,-3.284722729E-2,1.047257666E0,4.373874013E0
7.321201708E0,-5.572000002E-2,8.520396003E-1,5.467985126E0
7.331180708E0,-1.471814712E-1,6.454320359E-1,5.757864350E0
7.341160708E0,-1.942715656E-1,4.533366761E-1,5.330370905E0
7.351139708E0,3.261037851E-2,5.727523148E-2,4.209079596E0
7.361119708E0,2.531622914E-1,-3.721600735E-1,2.965959794E0
7.371098708E0,3.598894722E-1,-6.955713254E-1,2.053144526E0
7.381078708E0,5.570607269E-1,-6.941361263E-1,1.576664863E0
7.391057708E0,5.259512007E-1,-2.266801786E-1,1.108068416E0
7.401036708E0,4.393520366E-1,4.388086841E-1,7.893922395E-1
7.411016708E0,1.136574031E0,-3.331685007E-2,-4.298732615E-1
7.420995708E0,1.423518245E0,-3.690575409E-1,-5.696567988E-1
7.430975708E0,1.458038306E0,6.951257676E-2,4.292265594E-1
7.440954708E0,1.263322809E0,4.762425587E-1,1.194706610E0
7.450934708E0,1.042930580E0,6.413360614E-1,1.908000847E0
7.460914292E0,7.160326333E-1,6.636750564E-1,2.780124171E0
7.470893292E0,6.378797722E-1,1.623725009E-1,2.744111170E0
7.480873292E0,9.257342519E-1,-4.761145046E-1,2.799092538E0
7.490852292E0,1.093101298E0,-8.007899246E-1,1.841375917E0
7.500832292E0,1.260376397E0,-8.023578554E-1,1.051679038E0
7.510811292E0,1.420177000E0,-7.077829430E-1,4.487153292E-1
7.520791292E0,1.464722258E0,-5.169362560E-1,5.472719032E-1
7.530770292E0,1.414054088E0,-1.190601280E-1,1.213832268E0
7.540750292E0,1.441868562E0,1.648575675E-1,1.415451865E0
7.550729292E0,1.306670704E0,3.986505917E-1,1.698908508E0
